dteday,yr,mnth,hr,weekday,season,weathersit,cnt,registered,casual
2012-11-13,2012,November,20,Tuesday,Winter,Clear,223,211,12
2012-11-13,2012,November,21,Tuesday,Winter,Clear,187,178,9
2012-11-13,2012,November,22,Tuesday,Winter,Clear,135,120,15
2012-11-13,2012,November,23,Tuesday,Winter,Clear,84,78,6
2012-11-14,2012,November,0,Wednesday,Winter,Clear,24,20,4
2012-11-14,2012,November,1,Wednesday,Winter,Clear,12,10,2
2012-11-14,2012,November,2,Wednesday,Winter,Clear,1,1,0
2012-11-14,2012,November,3,Wednesday,Winter,Clear,5,5,0
2012-11-14,2012,November,4,Wednesday,Winter,Clear,6,6,0
2012-11-14,2012,November,5,Wednesday,Winter,Clear,39,39,0
2012-11-14,2012,November,6,Wednesday,Winter,Clear,146,142,4
2012-11-14,2012,November,7,Wednesday,Winter,Clear,415,405,10
2012-11-14,2012,November,8,Wednesday,Winter,Clear,691,664,27
2012-11-14,2012,November,9,Wednesday,Winter,Clear,332,310,22
2012-11-14,2012,November,10,Wednesday,Winter,Clear,171,153,18
2012-11-14,2012,November,11,Wednesday,Winter,Clear,151,126,25
2012-11-14,2012,November,12,Wednesday,Winter,Clear,240,200,40
2012-11-14,2012,November,13,Wednesday,Winter,Clear,214,182,32
2012-11-14,2012,November,14,Wednesday,Winter,Clear,181,161,20
2012-11-14,2012,November,15,Wednesday,Winter,Clear,260,228,32
2012-11-14,2012,November,16,Wednesday,Winter,Clear,321,290,31
2012-11-14,2012,November,17,Wednesday,Winter,Clear,583,564,19
2012-11-14,2012,November,18,Wednesday,Winter,Clear,567,543,24
2012-11-14,2012,November,19,Wednesday,Winter,Clear,396,368,28
2012-11-14,2012,November,20,Wednesday,Winter,Clear,267,252,15
2012-11-14,2012,November,21,Wednesday,Winter,Clear,213,208,5
2012-11-14,2012,November,22,Wednesday,Winter,Clear,173,167,6
2012-11-14,2012,November,23,Wednesday,Winter,Clear,87,78,9
2012-11-15,2012,November,0,Thursday,Winter,Cloudy,34,33,1
2012-11-15,2012,November,1,Thursday,Winter,Cloudy,16,14,2
2012-11-15,2012,November,2,Thursday,Winter,Cloudy,7,7,0
2012-11-15,2012,November,3,Thursday,Winter,Cloudy,2,2,0
2012-11-15,2012,November,4,Thursday,Winter,Cloudy,5,5,0
2012-11-15,2012,November,5,Thursday,Winter,Cloudy,37,34,3
2012-11-15,2012,November,6,Thursday,Winter,Cloudy,147,146,1
2012-11-15,2012,November,7,Thursday,Winter,Cloudy,410,403,7
2012-11-15,2012,November,8,Thursday,Winter,Cloudy,646,625,21
2012-11-15,2012,November,9,Thursday,Winter,Cloudy,323,306,17
2012-11-15,2012,November,10,Thursday,Winter,Cloudy,153,142,11
2012-11-15,2012,November,11,Thursday,Winter,Cloudy,166,138,28
2012-11-15,2012,November,12,Thursday,Winter,Cloudy,213,184,29
2012-11-15,2012,November,13,Thursday,Winter,Cloudy,217,197,20
2012-11-15,2012,November,14,Thursday,Winter,Cloudy,201,174,27
2012-11-15,2012,November,15,Thursday,Winter,Cloudy,217,191,26
2012-11-15,2012,November,16,Thursday,Winter,Cloudy,342,318,24
2012-11-15,2012,November,17,Thursday,Winter,Cloudy,563,541,22
2012-11-15,2012,November,18,Thursday,Winter,Cloudy,573,563,10
2012-11-15,2012,November,19,Thursday,Winter,Cloudy,386,375,11
2012-11-15,2012,November,20,Thursday,Winter,Clear,285,262,23
2012-11-15,2012,November,21,Thursday,Winter,Cloudy,224,204,20
2012-11-15,2012,November,22,Thursday,Winter,Cloudy,153,143,10
2012-11-15,2012,November,23,Thursday,Winter,Cloudy,125,118,7
2012-11-16,2012,November,0,Friday,Winter,Cloudy,65,58,7
2012-11-16,2012,November,1,Friday,Winter,Cloudy,21,16,5
2012-11-16,2012,November,2,Friday,Winter,Cloudy,9,9,0
2012-11-16,2012,November,3,Friday,Winter,Cloudy,6,6,0
2012-11-16,2012,November,4,Friday,Winter,Cloudy,5,5,0
2012-11-16,2012,November,5,Friday,Winter,Cloudy,36,34,2
2012-11-16,2012,November,6,Friday,Winter,Cloudy,130,126,4
2012-11-16,2012,November,7,Friday,Winter,Cloudy,367,362,5
2012-11-16,2012,November,8,Friday,Winter,Cloudy,711,694,17
2012-11-16,2012,November,9,Friday,Winter,Clear,351,330,21
2012-11-16,2012,November,10,Friday,Winter,Clear,198,165,33
2012-11-16,2012,November,11,Friday,Winter,Clear,218,185,33
2012-11-16,2012,November,12,Friday,Winter,Clear,290,262,28
2012-11-16,2012,November,13,Friday,Winter,Clear,278,226,52
2012-11-16,2012,November,14,Friday,Winter,Clear,251,204,47
2012-11-16,2012,November,15,Friday,Winter,Clear,267,237,30
2012-11-16,2012,November,16,Friday,Winter,Clear,383,350,33
2012-11-16,2012,November,17,Friday,Winter,Clear,580,539,41
2012-11-16,2012,November,18,Friday,Winter,Clear,505,483,22
2012-11-16,2012,November,19,Friday,Winter,Clear,332,306,26
2012-11-16,2012,November,20,Friday,Winter,Clear,227,207,20
2012-11-16,2012,November,21,Friday,Winter,Clear,178,157,21
2012-11-16,2012,November,22,Friday,Winter,Clear,162,139,23
2012-11-16,2012,November,23,Friday,Winter,Clear,128,114,14
2012-11-17,2012,November,0,Saturday,Winter,Clear,106,95,11
2012-11-17,2012,November,1,Saturday,Winter,Clear,87,74,13
2012-11-17,2012,November,2,Saturday,Winter,Clear,49,41,8
2012-11-17,2012,November,3,Saturday,Winter,Clear,21,19,2
2012-11-17,2012,November,4,Saturday,Winter,Clear,7,6,1
2012-11-17,2012,November,5,Saturday,Winter,Clear,11,10,1
2012-11-17,2012,November,6,Saturday,Winter,Clear,21,21,0
2012-11-17,2012,November,7,Saturday,Winter,Clear,78,70,8
2012-11-17,2012,November,8,Saturday,Winter,Clear,168,138,30
2012-11-17,2012,November,9,Saturday,Winter,Clear,248,200,48
2012-11-17,2012,November,10,Saturday,Winter,Clear,320,258,62
2012-11-17,2012,November,11,Saturday,Winter,Clear,423,343,80
2012-11-17,2012,November,12,Saturday,Winter,Clear,476,359,117
2012-11-17,2012,November,13,Saturday,Winter,Clear,525,346,179
2012-11-17,2012,November,14,Saturday,Winter,Clear,555,380,175
2012-11-17,2012,November,15,Saturday,Winter,Clear,549,374,175
2012-11-17,2012,November,16,Saturday,Winter,Clear,469,325,144
2012-11-17,2012,November,17,Saturday,Winter,Clear,403,302,101
2012-11-17,2012,November,18,Saturday,Winter,Clear,271,237,34
2012-11-17,2012,November,19,Saturday,Winter,Clear,253,208,45
2012-11-17,2012,November,20,Saturday,Winter,Cloudy,172,142,30
2012-11-17,2012,November,21,Saturday,Winter,Cloudy,139,124,15
2012-11-17,2012,November,22,Saturday,Winter,Cloudy,145,130,15
2012-11-17,2012,November,23,Saturday,Winter,Cloudy,133,114,19
2012-11-18,2012,November,0,Sunday,Winter,Cloudy,129,118,11
2012-11-18,2012,November,1,Sunday,Winter,Clear,95,81,14
2012-11-18,2012,November,2,Sunday,Winter,Clear,73,65,8
2012-11-18,2012,November,3,Sunday,Winter,Cloudy,46,37,9
2012-11-18,2012,November,4,Sunday,Winter,Cloudy,12,8,4
2012-11-18,2012,November,5,Sunday,Winter,Clear,12,7,5
2012-11-18,2012,November,6,Sunday,Winter,Clear,15,13,2
2012-11-18,2012,November,7,Sunday,Winter,Clear,42,39,3
2012-11-18,2012,November,8,Sunday,Winter,Clear,119,100,19
2012-11-18,2012,November,9,Sunday,Winter,Clear,204,155,49
2012-11-18,2012,November,10,Sunday,Winter,Clear,329,250,79
2012-11-18,2012,November,11,Sunday,Winter,Clear,359,267,92
2012-11-18,2012,November,12,Sunday,Winter,Clear,442,341,101
2012-11-18,2012,November,13,Sunday,Winter,Clear,447,334,113
2012-11-18,2012,November,14,Sunday,Winter,Clear,428,303,125
2012-11-18,2012,November,15,Sunday,Winter,Clear,407,318,89
2012-11-18,2012,November,16,Sunday,Winter,Cloudy,372,313,59
2012-11-18,2012,November,17,Sunday,Winter,Cloudy,280,232,48
2012-11-18,2012,November,18,Sunday,Winter,Clear,276,240,36
2012-11-18,2012,November,19,Sunday,Winter,Clear,210,194,16
2012-11-18,2012,November,20,Sunday,Winter,Clear,129,120,9
2012-11-18,2012,November,21,Sunday,Winter,Clear,110,93,17
2012-11-18,2012,November,22,Sunday,Winter,Cloudy,74,66,8
2012-11-18,2012,November,23,Sunday,Winter,Clear,59,53,6
2012-11-19,2012,November,0,Monday,Winter,Clear,27,22,5
2012-11-19,2012,November,1,Monday,Winter,Cloudy,19,19,0
2012-11-19,2012,November,2,Monday,Winter,Cloudy,5,5,0
2012-11-19,2012,November,3,Monday,Winter,Cloudy,2,2,0
2012-11-19,2012,November,4,Monday,Winter,Cloudy,12,11,1
2012-11-19,2012,November,5,Monday,Winter,Cloudy,39,38,1
2012-11-19,2012,November,6,Monday,Winter,Cloudy,131,128,3
2012-11-19,2012,November,7,Monday,Winter,Cloudy,386,381,5
2012-11-19,2012,November,8,Monday,Winter,Cloudy,663,650,13
2012-11-19,2012,November,9,Monday,Winter,Cloudy,278,260,18
2012-11-19,2012,November,10,Monday,Winter,Cloudy,139,106,33
2012-11-19,2012,November,11,Monday,Winter,Cloudy,197,164,33
2012-11-19,2012,November,12,Monday,Winter,Cloudy,242,207,35
2012-11-19,2012,November,13,Monday,Winter,Clear,251,205,46
2012-11-19,2012,November,14,Monday,Winter,Clear,217,170,47
2012-11-19,2012,November,15,Monday,Winter,Clear,257,213,44
2012-11-19,2012,November,16,Monday,Winter,Clear,380,325,55
2012-11-19,2012,November,17,Monday,Winter,Cloudy,619,586,33
2012-11-19,2012,November,18,Monday,Winter,Cloudy,580,559,21
2012-11-19,2012,November,19,Monday,Winter,Cloudy,406,381,25
2012-11-19,2012,November,20,Monday,Winter,Cloudy,259,252,7
2012-11-19,2012,November,21,Monday,Winter,Cloudy,203,188,15
2012-11-19,2012,November,22,Monday,Winter,Clear,113,106,7
2012-11-19,2012,November,23,Monday,Winter,Clear,74,72,2
2012-11-20,2012,November,0,Tuesday,Winter,Clear,29,26,3
2012-11-20,2012,November,1,Tuesday,Winter,Clear,13,10,3
2012-11-20,2012,November,2,Tuesday,Winter,Cloudy,5,5,0
2012-11-20,2012,November,3,Tuesday,Winter,Cloudy,2,2,0
2012-11-20,2012,November,4,Tuesday,Winter,Cloudy,6,6,0
2012-11-20,2012,November,5,Tuesday,Winter,Cloudy,34,32,2
2012-11-20,2012,November,6,Tuesday,Winter,Cloudy,148,146,2
2012-11-20,2012,November,7,Tuesday,Winter,Clear,418,411,7
2012-11-20,2012,November,8,Tuesday,Winter,Clear,665,649,16
2012-11-20,2012,November,9,Tuesday,Winter,Cloudy,326,298,28
2012-11-20,2012,November,10,Tuesday,Winter,Cloudy,176,144,32
2012-11-20,2012,November,11,Tuesday,Winter,Cloudy,205,160,45
2012-11-20,2012,November,12,Tuesday,Winter,Cloudy,313,243,70
2012-11-20,2012,November,13,Tuesday,Winter,Cloudy,267,218,49
2012-11-20,2012,November,14,Tuesday,Winter,Cloudy,224,177,47
2012-11-20,2012,November,15,Tuesday,Winter,Cloudy,287,226,61
2012-11-20,2012,November,16,Tuesday,Winter,Cloudy,395,335,60
2012-11-20,2012,November,17,Tuesday,Winter,Cloudy,590,553,37
2012-11-20,2012,November,18,Tuesday,Winter,Cloudy,550,534,16
2012-11-20,2012,November,19,Tuesday,Winter,Cloudy,384,361,23
2012-11-20,2012,November,20,Tuesday,Winter,Cloudy,235,224,11
2012-11-20,2012,November,21,Tuesday,Winter,Clear,157,143,14
2012-11-20,2012,November,22,Tuesday,Winter,Clear,122,115,7
2012-11-20,2012,November,23,Tuesday,Winter,Clear,83,82,1
2012-11-21,2012,November,0,Wednesday,Winter,Clear,26,25,1
2012-11-21,2012,November,1,Wednesday,Winter,Clear,14,13,1
2012-11-21,2012,November,2,Wednesday,Winter,Clear,8,6,2
2012-11-21,2012,November,3,Wednesday,Winter,Clear,2,2,0
2012-11-21,2012,November,4,Wednesday,Winter,Clear,10,10,0
2012-11-21,2012,November,5,Wednesday,Winter,Clear,29,28,1
2012-11-21,2012,November,6,Wednesday,Winter,Clear,101,99,2
2012-11-21,2012,November,7,Wednesday,Winter,Clear,273,262,11
2012-11-21,2012,November,8,Wednesday,Winter,Cloudy,551,539,12
2012-11-21,2012,November,9,Wednesday,Winter,Clear,365,320,45
2012-11-21,2012,November,10,Wednesday,Winter,Clear,172,150,22
2012-11-21,2012,November,11,Wednesday,Winter,Clear,241,198,43
2012-11-21,2012,November,12,Wednesday,Winter,Clear,344,270,74
2012-11-21,2012,November,13,Wednesday,Winter,Clear,365,295,70
2012-11-21,2012,November,14,Wednesday,Winter,Clear,413,329,84
2012-11-21,2012,November,15,Wednesday,Winter,Clear,449,381,68
2012-11-21,2012,November,16,Wednesday,Winter,Clear,469,410,59
2012-11-21,2012,November,17,Wednesday,Winter,Clear,374,333,41
2012-11-21,2012,November,18,Wednesday,Winter,Clear,311,287,24
2012-11-21,2012,November,19,Wednesday,Winter,Clear,243,220,23
2012-11-21,2012,November,20,Wednesday,Winter,Clear,136,125,11
2012-11-21,2012,November,21,Wednesday,Winter,Clear,105,97,8
2012-11-21,2012,November,22,Wednesday,Winter,Clear,88,82,6
2012-11-21,2012,November,23,Wednesday,Winter,Clear,57,50,7
2012-11-22,2012,November,0,Thursday,Winter,Clear,46,43,3
2012-11-22,2012,November,1,Thursday,Winter,Clear,42,37,5
2012-11-22,2012,November,2,Thursday,Winter,Clear,18,15,3
2012-11-22,2012,November,3,Thursday,Winter,Clear,6,6,0
2012-11-22,2012,November,4,Thursday,Winter,Clear,3,2,1
2012-11-22,2012,November,5,Thursday,Winter,Clear,8,6,2
2012-11-22,2012,November,6,Thursday,Winter,Clear,17,15,2
2012-11-22,2012,November,7,Thursday,Winter,Clear,56,49,7
2012-11-22,2012,November,8,Thursday,Winter,Clear,97,77,20
2012-11-22,2012,November,9,Thursday,Winter,Clear,119,94,25
2012-11-22,2012,November,10,Thursday,Winter,Clear,219,154,65
2012-11-22,2012,November,11,Thursday,Winter,Clear,232,143,89
2012-11-22,2012,November,12,Thursday,Winter,Clear,262,145,117
2012-11-22,2012,November,13,Thursday,Winter,Clear,269,144,125
2012-11-22,2012,November,14,Thursday,Winter,Clear,220,95,125
2012-11-22,2012,November,15,Thursday,Winter,Clear,228,96,132
2012-11-22,2012,November,16,Thursday,Winter,Clear,182,81,101
2012-11-22,2012,November,17,Thursday,Winter,Clear,109,43,66
2012-11-22,2012,November,18,Thursday,Winter,Clear,70,54,16
2012-11-22,2012,November,19,Thursday,Winter,Clear,44,31,13
2012-11-22,2012,November,20,Thursday,Winter,Clear,52,37,15
2012-11-22,2012,November,21,Thursday,Winter,Clear,46,39,7
2012-11-22,2012,November,22,Thursday,Winter,Clear,44,36,8
2012-11-22,2012,November,23,Thursday,Winter,Clear,36,28,8
2012-11-23,2012,November,0,Friday,Winter,Clear,32,32,0
2012-11-23,2012,November,1,Friday,Winter,Clear,13,11,2
2012-11-23,2012,November,2,Friday,Winter,Clear,5,4,1
2012-11-23,2012,November,3,Friday,Winter,Clear,1,0,1
2012-11-23,2012,November,4,Friday,Winter,Clear,4,3,1
2012-11-23,2012,November,5,Friday,Winter,Clear,10,10,0
2012-11-23,2012,November,6,Friday,Winter,Clear,20,20,0
2012-11-23,2012,November,7,Friday,Winter,Clear,77,72,5
2012-11-23,2012,November,8,Friday,Winter,Clear,94,83,11
2012-11-23,2012,November,9,Friday,Winter,Clear,112,80,32
2012-11-23,2012,November,10,Friday,Winter,Clear,201,114,87
2012-11-23,2012,November,11,Friday,Winter,Clear,251,130,121
2012-11-23,2012,November,12,Friday,Winter,Clear,379,193,186
2012-11-23,2012,November,13,Friday,Winter,Clear,424,200,224
2012-11-23,2012,November,14,Friday,Winter,Clear,435,195,240
2012-11-23,2012,November,15,Friday,Winter,Clear,447,214,233
2012-11-23,2012,November,16,Friday,Winter,Cloudy,357,199,158
2012-11-23,2012,November,17,Friday,Winter,Cloudy,300,183,117
2012-11-23,2012,November,18,Friday,Winter,Cloudy,208,158,50
2012-11-23,2012,November,19,Friday,Winter,Cloudy,154,121,33
2012-11-23,2012,November,20,Friday,Winter,Clear,142,100,42
2012-11-23,2012,November,21,Friday,Winter,Clear,98,75,23
2012-11-23,2012,November,22,Friday,Winter,Clear,79,63,16
2012-11-23,2012,November,23,Friday,Winter,Clear,67,47,20
2012-11-24,2012,November,0,Saturday,Winter,Clear,42,33,9
2012-11-24,2012,November,1,Saturday,Winter,Clear,20,19,1
2012-11-24,2012,November,2,Saturday,Winter,Clear,32,22,10
2012-11-24,2012,November,3,Saturday,Winter,Clear,11,5,6
2012-11-24,2012,November,4,Saturday,Winter,Clear,3,2,1
2012-11-24,2012,November,5,Saturday,Winter,Clear,3,2,1
2012-11-24,2012,November,6,Saturday,Winter,Clear,10,9,1
2012-11-24,2012,November,7,Saturday,Winter,Cloudy,25,21,4
2012-11-24,2012,November,8,Saturday,Winter,Cloudy,62,55,7
2012-11-24,2012,November,9,Saturday,Winter,Cloudy,122,96,26
2012-11-24,2012,November,10,Saturday,Winter,Cloudy,142,96,46
2012-11-24,2012,November,11,Saturday,Winter,Cloudy,186,131,55
2012-11-24,2012,November,12,Saturday,Winter,Cloudy,199,146,53
2012-11-24,2012,November,13,Saturday,Winter,Clear,225,161,64
2012-11-24,2012,November,14,Saturday,Winter,Clear,207,149,58
2012-11-24,2012,November,15,Saturday,Winter,Clear,198,139,59
2012-11-24,2012,November,16,Saturday,Winter,Clear,170,127,43
2012-11-24,2012,November,17,Saturday,Winter,Clear,126,97,29
2012-11-24,2012,November,18,Saturday,Winter,Clear,145,123,22
2012-11-24,2012,November,19,Saturday,Winter,Clear,83,74,9
2012-11-24,2012,November,20,Saturday,Winter,Clear,58,55,3
2012-11-24,2012,November,21,Saturday,Winter,Clear,75,66,9
2012-11-24,2012,November,22,Saturday,Winter,Clear,76,69,7
2012-11-24,2012,November,23,Saturday,Winter,Clear,57,48,9
2012-11-25,2012,November,0,Sunday,Winter,Clear,34,31,3
2012-11-25,2012,November,1,Sunday,Winter,Clear,36,32,4
2012-11-25,2012,November,2,Sunday,Winter,Clear,28,27,1
2012-11-25,2012,November,3,Sunday,Winter,Clear,8,8,0
2012-11-25,2012,November,4,Sunday,Winter,Clear,2,1,1
2012-11-25,2012,November,5,Sunday,Winter,Cloudy,3,3,0
2012-11-25,2012,November,6,Sunday,Winter,Cloudy,11,10,1
2012-11-25,2012,November,7,Sunday,Winter,Cloudy,21,19,2
2012-11-25,2012,November,8,Sunday,Winter,Cloudy,34,32,2
2012-11-25,2012,November,9,Sunday,Winter,Cloudy,96,83,13
2012-11-25,2012,November,10,Sunday,Winter,Clear,139,124,15
2012-11-25,2012,November,11,Sunday,Winter,Cloudy,204,155,49
2012-11-25,2012,November,12,Sunday,Winter,Cloudy,202,165,37
2012-11-25,2012,November,13,Sunday,Winter,Cloudy,195,158,37
2012-11-25,2012,November,14,Sunday,Winter,Cloudy,203,170,33
2012-11-25,2012,November,15,Sunday,Winter,Clear,245,209,36
2012-11-25,2012,November,16,Sunday,Winter,Clear,228,203,25
2012-11-25,2012,November,17,Sunday,Winter,Clear,181,170,11
2012-11-25,2012,November,18,Sunday,Winter,Clear,141,132,9
2012-11-25,2012,November,19,Sunday,Winter,Clear,127,114,13
2012-11-25,2012,November,20,Sunday,Winter,Clear,119,110,9
2012-11-25,2012,November,21,Sunday,Winter,Clear,64,60,4
2012-11-25,2012,November,22,Sunday,Winter,Clear,62,59,3
2012-11-25,2012,November,23,Sunday,Winter,Clear,41,40,1
2012-11-26,2012,November,0,Monday,Winter,Clear,23,19,4
2012-11-26,2012,November,1,Monday,Winter,Clear,10,9,1
2012-11-26,2012,November,2,Monday,Winter,Clear,5,5,0
2012-11-26,2012,November,3,Monday,Winter,Clear,5,4,1
2012-11-26,2012,November,4,Monday,Winter,Clear,10,10,0
2012-11-26,2012,November,5,Monday,Winter,Clear,41,41,0
2012-11-26,2012,November,6,Monday,Winter,Clear,124,123,1
2012-11-26,2012,November,7,Monday,Winter,Clear,365,363,2
2012-11-26,2012,November,8,Monday,Winter,Clear,638,629,9
2012-11-26,2012,November,9,Monday,Winter,Clear,286,276,10
2012-11-26,2012,November,10,Monday,Winter,Clear,147,127,20
2012-11-26,2012,November,11,Monday,Winter,Clear,130,112,18
2012-11-26,2012,November,12,Monday,Winter,Clear,210,188,22
2012-11-26,2012,November,13,Monday,Winter,Clear,217,197,20
2012-11-26,2012,November,14,Monday,Winter,Clear,228,177,51
2012-11-26,2012,November,15,Monday,Winter,Clear,230,181,49
2012-11-26,2012,November,16,Monday,Winter,Clear,346,297,49
2012-11-26,2012,November,17,Monday,Winter,Clear,553,540,13
2012-11-26,2012,November,18,Monday,Winter,Clear,521,502,19
2012-11-26,2012,November,19,Monday,Winter,Clear,371,355,16
2012-11-26,2012,November,20,Monday,Winter,Clear,277,265,12
2012-11-26,2012,November,21,Monday,Winter,Clear,181,172,9
2012-11-26,2012,November,22,Monday,Winter,Clear,104,101,3
2012-11-26,2012,November,23,Monday,Winter,Cloudy,65,57,8
2012-11-27,2012,November,0,Tuesday,Winter,Cloudy,26,24,2
2012-11-27,2012,November,1,Tuesday,Winter,Cloudy,6,6,0
2012-11-27,2012,November,2,Tuesday,Winter,Cloudy,5,5,0
2012-11-27,2012,November,3,Tuesday,Winter,Light Snow/Rain,4,3,1
2012-11-27,2012,November,4,Tuesday,Winter,Light Snow/Rain,5,5,0
2012-11-27,2012,November,5,Tuesday,Winter,Cloudy,31,31,0
2012-11-27,2012,November,6,Tuesday,Winter,Cloudy,100,97,3
2012-11-27,2012,November,7,Tuesday,Winter,Light Snow/Rain,293,289,4
2012-11-27,2012,November,8,Tuesday,Winter,Light Snow/Rain,500,494,6
2012-11-27,2012,November,9,Tuesday,Winter,Cloudy,268,257,11
2012-11-27,2012,November,10,Tuesday,Winter,Light Snow/Rain,57,52,5
2012-11-27,2012,November,11,Tuesday,Winter,Light Snow/Rain,65,59,6
2012-11-27,2012,November,12,Tuesday,Winter,Light Snow/Rain,76,70,6
2012-11-27,2012,November,13,Tuesday,Winter,Light Snow/Rain,77,73,4
2012-11-27,2012,November,14,Tuesday,Winter,Light Snow/Rain,94,86,8
2012-11-27,2012,November,15,Tuesday,Winter,Cloudy,155,146,9
2012-11-27,2012,November,16,Tuesday,Winter,Cloudy,257,252,5
2012-11-27,2012,November,17,Tuesday,Winter,Cloudy,527,514,13
2012-11-27,2012,November,18,Tuesday,Winter,Clear,482,469,13
2012-11-27,2012,November,19,Tuesday,Winter,Clear,350,338,12
2012-11-27,2012,November,20,Tuesday,Winter,Clear,232,228,4
2012-11-27,2012,November,21,Tuesday,Winter,Clear,185,179,6
2012-11-27,2012,November,22,Tuesday,Winter,Clear,97,95,2
2012-11-27,2012,November,23,Tuesday,Winter,Cloudy,67,64,3
2012-11-28,2012,November,0,Wednesday,Winter,Cloudy,23,22,1
2012-11-28,2012,November,1,Wednesday,Winter,Cloudy,12,12,0
2012-11-28,2012,November,2,Wednesday,Winter,Cloudy,1,1,0
2012-11-28,2012,November,3,Wednesday,Winter,Cloudy,3,3,0
2012-11-28,2012,November,4,Wednesday,Winter,Cloudy,4,4,0
2012-11-28,2012,November,5,Wednesday,Winter,Cloudy,39,39,0
2012-11-28,2012,November,6,Wednesday,Winter,Cloudy,136,132,4
2012-11-28,2012,November,7,Wednesday,Winter,Cloudy,409,403,6
2012-11-28,2012,November,8,Wednesday,Winter,Clear,692,683,9
2012-11-28,2012,November,9,Wednesday,Winter,Clear,322,309,13
2012-11-28,2012,November,10,Wednesday,Winter,Clear,161,144,17
2012-11-28,2012,November,11,Wednesday,Winter,Clear,146,127,19
2012-11-28,2012,November,12,Wednesday,Winter,Clear,208,189,19
2012-11-28,2012,November,13,Wednesday,Winter,Clear,214,193,21
2012-11-28,2012,November,14,Wednesday,Winter,Clear,176,161,15
2012-11-28,2012,November,15,Wednesday,Winter,Clear,179,172,7
2012-11-28,2012,November,16,Wednesday,Winter,Clear,325,316,9
2012-11-28,2012,November,17,Wednesday,Winter,Clear,563,546,17
2012-11-28,2012,November,18,Wednesday,Winter,Clear,542,530,12
2012-11-28,2012,November,19,Wednesday,Winter,Clear,387,378,9
2012-11-28,2012,November,20,Wednesday,Winter,Clear,263,258,5
2012-11-28,2012,November,21,Wednesday,Winter,Clear,223,219,4
2012-11-28,2012,November,22,Wednesday,Winter,Clear,154,148,6
2012-11-28,2012,November,23,Wednesday,Winter,Clear,78,73,5
2012-11-29,2012,November,0,Thursday,Winter,Clear,29,25,4
2012-11-29,2012,November,1,Thursday,Winter,Clear,16,15,1
2012-11-29,2012,November,2,Thursday,Winter,Clear,7,6,1
2012-11-29,2012,November,4,Thursday,Winter,Clear,7,7,0
2012-11-29,2012,November,5,Thursday,Winter,Clear,42,42,0
2012-11-29,2012,November,6,Thursday,Winter,Clear,121,120,1
2012-11-29,2012,November,7,Thursday,Winter,Clear,362,354,8
2012-11-29,2012,November,8,Thursday,Winter,Clear,679,664,15
2012-11-29,2012,November,9,Thursday,Winter,Clear,299,286,13
2012-11-29,2012,November,10,Thursday,Winter,Clear,178,153,25
2012-11-29,2012,November,11,Thursday,Winter,Clear,163,150,13
2012-11-29,2012,November,12,Thursday,Winter,Clear,236,225,11
2012-11-29,2012,November,13,Thursday,Winter,Clear,224,209,15
2012-11-29,2012,November,14,Thursday,Winter,Clear,187,174,13
2012-11-29,2012,November,15,Thursday,Winter,Clear,220,201,19
2012-11-29,2012,November,16,Thursday,Winter,Clear,370,346,24
2012-11-29,2012,November,17,Thursday,Winter,Clear,561,544,17
2012-11-29,2012,November,18,Thursday,Winter,Clear,537,520,17
2012-11-29,2012,November,19,Thursday,Winter,Clear,344,326,18
2012-11-29,2012,November,20,Thursday,Winter,Clear,252,241,11
2012-11-29,2012,November,21,Thursday,Winter,Clear,208,201,7
2012-11-29,2012,November,22,Thursday,Winter,Clear,151,147,4
2012-11-29,2012,November,23,Thursday,Winter,Clear,130,124,6
2012-11-30,2012,November,0,Friday,Winter,Clear,52,48,4
2012-11-30,2012,November,1,Friday,Winter,Clear,19,17,2
2012-11-30,2012,November,2,Friday,Winter,Clear,12,10,2
2012-11-30,2012,November,3,Friday,Winter,Clear,4,4,0
2012-11-30,2012,November,4,Friday,Winter,Clear,3,3,0
2012-11-30,2012,November,5,Friday,Winter,Clear,40,39,1
2012-11-30,2012,November,6,Friday,Winter,Clear,106,104,2
2012-11-30,2012,November,7,Friday,Winter,Clear,352,346,6
2012-11-30,2012,November,8,Friday,Winter,Cloudy,729,709,20
2012-11-30,2012,November,9,Friday,Winter,Clear,330,313,17
2012-11-30,2012,November,10,Friday,Winter,Cloudy,169,159,10
2012-11-30,2012,November,11,Friday,Winter,Cloudy,201,170,31
2012-11-30,2012,November,12,Friday,Winter,Cloudy,268,243,25
2012-11-30,2012,November,13,Friday,Winter,Cloudy,262,241,21
2012-11-30,2012,November,14,Friday,Winter,Cloudy,251,225,26
2012-11-30,2012,November,15,Friday,Winter,Cloudy,296,262,34
2012-11-30,2012,November,16,Friday,Winter,Clear,405,368,37
2012-11-30,2012,November,17,Friday,Winter,Clear,582,551,31
2012-11-30,2012,November,18,Friday,Winter,Cloudy,509,489,20
2012-11-30,2012,November,19,Friday,Winter,Clear,377,359,18
2012-11-30,2012,November,20,Friday,Winter,Clear,245,233,12
2012-11-30,2012,November,21,Friday,Winter,Clear,183,169,14
2012-11-30,2012,November,22,Friday,Winter,Clear,163,145,18
2012-11-30,2012,November,23,Friday,Winter,Cloudy,110,99,11
2012-12-01,2012,December,0,Saturday,Winter,Clear,108,99,9
2012-12-01,2012,December,1,Saturday,Winter,Clear,69,64,5
